,Account,Header,Description,Task Length,Delay,Start,Launched,Status,Civil,Mech,Elect,Dependency 1,Fraction 1,Building,Parallelism,Hours
168,A.226.4,Other reactor equipment,Coolant treatment and recycle,58.09134492,10.28748986,27.0,False,0.0,0.0,1.0,0,A.212.142,0.9,A.215.,3.0,33401.65402
169,A.226.6,Other reactor equipment,Fluid leak detection system,13.04637442,9.153482788,27.0,False,0.0,0.0,1.0,0,A.212.142,0.9,A.215.,3.0,431.7511295
170,A.226.71,Other reactor equipment,Nuclear service water system,34.14250489,0.46236336,27.0,False,0.0,0.0,1.0,0,A.212.142,0.9,A.215.,3.0,153357.0886
171,A.226.72,Other reactor equipment,Primary component cooling water,45.19580706,2.74102061,27.0,False,0.0,0.0,1.0,0,A.212.142,0.9,A.215.,3.0,16327.89767
172,A.226.8,Other reactor equipment,Maintenance equipment,15.70463957,23.77029737,27.0,False,0.0,0.0,1.0,0,A.212.142,0.9,A.215.,3.0,1727.004518
173,A.226.9,Other reactor equipment,Sampling equipment,57.25804153,0.316807305,27.0,False,0.0,0.0,1.0,0,A.212.142,0.9,A.212.,3.0,6414.588212
174,A.227.11,Reactor instrumentation and control,NSS Control Board,29.18625288,14.77681634,21.0,False,0.0,0.0,0.0,1,A.218A.145,0.9,A.218A.,3.0,8863.42303
175,A.227.15,Reactor instrumentation and control,HVAC Panels,36.29265024,2.824927275,21.0,False,0.0,0.0,0.0,1,A.218A.145,0.9,A.218A.,3.0,1359.058198
176,A.227.16,Reactor instrumentation and control,Radwaste Panels & Racks,27.12286332,21.66793368,21.0,False,0.0,0.0,0.0,1,A.218A.145,0.9,A.215.,3.0,5318.053815
177,A.227.17,Reactor instrumentation and control,Local Panels & Cabinets,58.7214938,0.566077083,21.0,False,0.0,0.0,0.0,1,A.218A.145,0.9,A.218A.,3.0,5318.053815
178,A.227.18,Reactor instrumentation and control,Instrument Ranks,43.92237014,14.43925198,21.0,False,0.0,0.0,0.0,1,A.218A.145,0.9,A.218A.,3.0,4136.26408
179,A.227.19,Reactor instrumentation and control,Alarm System,15.10452233,7.974855861,21.0,False,0.0,0.0,0.0,1,A.218A.145,0.9,A.218A.,3.0,1477.237172
180,A.227.2,Reactor instrumentation and control,Process Computer,27.74768769,25.56606208,21.0,False,0.0,0.0,0.0,1,A.218A.145,0.9,A.218A.,3.0,8272.52816
181,A.227.3,Reactor instrumentation and control,Monitoring Systems,29.24688044,5.764816596,35.0,False,0.0,0.0,0.0,1,A.221.3,0.9,A.212.,3.0,23813.0632
182,A.227.4,Reactor instrumentation and control,Plant Control Systems,8.747897647,21.47545567,35.0,False,0.0,0.0,0.0,1,A.221.3,0.9,A.218A.,3.0,18022.29349
183,A.227.5,Reactor instrumentation and control,Reactor Plant I&C Tubing & Fitting,54.63486526,4.178724596,21.0,False,0.0,0.0,0.0,1,A.218A.145,0.9,A.212.,3.0,82725.2816
184,A.227.9,Reactor instrumentation and control,TMI Instrumentation,41.43478798,5.147892425,21.0,False,0.0,0.0,0.0,1,A.218A.145,0.9,A.218A.,3.0,29544.74343
185,A.228.1,Reactor misc. equipment,Field Painting,3.443253173,15.204186,41.0,False,0.0,1.0,0.0,0,A.218T.21,0.7,A.211.,3.0,36142.09631
186,A.228.2,Reactor misc. equipment,Qualification of Welders,24.25705689,28.82722166,6.0,False,0.0,0.0,1.0,0,A.211.,0.5,A.211.,3.0,136385.2691
187,A.228.4,Reactor misc. equipment,Reactor Plant Insulation,12.36397837,22.80340963,34.0,False,0.0,0.0,1.0,0,A.222.11,1.0,A.212.,3.0,133167.531
188,A.229.1,NuScale Equipment,Containment vacuum pump,37.12607398,22.23840289,39.0,False,0.0,0.0,1.0,0,A.212.3,1.0,A.212.,3.0,0.0
189,A.229.2,NuScale Equipment,Containment flooding & drain,45.88484149,18.16074831,39.0,False,0.0,0.0,1.0,0,A.212.3,1.0,A.212.,3.0,0.0
190,A.229.3,HTGR Equipment,Reactor Cavity Cooling System,39.6865796,35.78461125,35.0,False,0.0,0.0,1.0,0,A.221.3,1.0,A.212.,3.0,0.0
191,A.229.4,HTGR Equipment,Refueling Equipment,28.36682717,27.56605862,35.0,False,0.0,0.0,1.0,0,A.221.3,1.0,A.212.,3.0,0.0
192,A.229.5,HTGR Equipment,He Purification Equipment,46.59082852,16.34487205,35.0,False,0.0,0.0,1.0,0,A.221.3,1.0,A.215.,3.0,0.0
193,A.229.6,HTGR Equipment,He Circulator,55.49063758,21.47025333,35.0,False,0.0,0.0,1.0,0,A.221.3,1.0,A.212.,3.0,0.0
194,A.231.,Turbine Generator,Turbine Generator,11.870103,18.91956437,22.0,False,0.0,0.5,0.5,0,A.213.21,0.5,A.213.,2.0,265298.7609
195,A.233.,Condensing Systems,Condensing Systems,47.15416096,0.740378934,22.0,False,0.0,0.5,0.5,0,A.213.21,0.5,A.213.,2.0,360454.9431
196,A.234.,Feedwater Heating System,Feedwater Heating System,45.47972254,24.46324627,22.0,False,0.0,0.5,0.5,0,A.213.21,0.5,A.213.,2.0,334274.4636
197,A.235.,Other Turbine Plant Equipment,Other Turbine Plant Equipment,42.38388462,20.00378814,22.0,False,0.0,0.5,0.5,0,A.213.21,0.5,A.213.,2.0,575827.2754
198,A.236.,Instrumentation & Control,Instrumentation & Control,6.51092343,5.988956994,22.0,False,0.0,0.5,0.5,0,A.213.21,0.5,A.213.,2.0,131801.4332
199,A.237.,Turbine Plant Miscellaneous Items,Turbine Plant Miscellaneous Items,35.77170371,17.53132045,22.0,False,0.0,0.5,0.5,0,A.213.21,0.5,A.213.,2.0,144701.8765
200,A.241.,Electrical plant equipment,Switchgear,27.17232437,31.28746014,27.0,False,0.0,0.0,0.0,1,A.236.,0.5,A.24.,2.0,13904.98026
201,A.242.,Electrical plant equipment,Station Service Equipment,38.33708255,5.829151709,27.0,False,0.0,0.0,0.0,1,A.236.,0.5,A.24.,2.0,40081.46454
202,A.243.,Electrical plant equipment,Switchboards,17.56679383,11.86205005,27.0,False,0.0,0.0,0.0,1,A.236.,0.5,A.218A.,2.0,9023.327139
203,A.244.,Electrical plant equipment,Protective Equipment,25.24216806,18.07931661,27.0,False,0.0,0.0,0.0,1,A.236.,0.5,A.24.,2.0,72921.07401
204,A.245.,Electrical plant equipment,Electrical Structure & Wiring Container,40.73914219,6.599050497,27.0,False,0.0,0.0,0.0,1,A.236.,0.5,A.24.,2.0,918739.265
205,A.246.,Electrical plant equipment,Power & Control Wiring,32.86477313,19.90710104,27.0,False,0.0,0.0,0.0,1,A.236.,0.5,A.213.,2.0,486293.2749
206,A.251.111,Transportation and lift equipment,TG Crane,7.5035289,4.784969463,29.0,False,0.0,0.0,1.0,0,A.213.142,1.0,A.213.,1.0,8146.222688
207,A.251.112,Transportation and lift equipment,HB crane,21.48482165,21.20479783,29.0,False,0.0,0.0,1.0,0,A.213.142,1.0,A.213.,1.0,3953.781005
208,A.251.12,Transportation and lift equipment,Containment crane,39.05045051,9.401217604,28.0,False,0.0,0.0,1.0,0,A.212.142,1.0,A.212.,1.0,8442.189708
209,A.251.16,Transportation and lift equipment,Misc. cranes,39.23056907,19.53435636,18.0,False,0.0,0.0,1.0,0,A.215.21,0.7,A.215.,1.0,11140.40114
210,A.251.17,Transportation and lift equipment,DG crane,9.082347456,4.816930686,50.0,False,0.0,0.0,1.0,0,A.218A.142,0.9,A.218A.,1.0,1513.636286
211,A.252.1,"Air, water, and steam service system",Air system,48.76918666,9.166663686,18.0,False,0.0,0.0,1.0,0,A.215.21,0.7,A.215.,2.0,660916.5424
212,A.252.2,"Air, water, and steam service system",Water system,43.48055531,17.13031359,18.0,False,0.0,0.0,1.0,0,A.215.21,0.7,A.215.,2.0,1660782.398
213,A.252.3,"Air, water, and steam service system",Steam system,26.89493603,33.12226803,18.0,False,0.0,0.0,1.0,0,A.215.21,0.7,A.215.,2.0,307468.6079
214,A.252.4,"Air, water, and steam service system",Plant fuel oil system,14.25701005,2.806814591,18.0,False,0.0,0.0,1.0,0,A.215.21,0.7,A.215.,2.0,9300.186782
215,A.253.,Communications equipment,Communications equipment,42.802383,16.37767189,18.0,False,0.0,0.0,0.0,1,A.215.21,0.7,A.218B.,2.0,349756.483
216,A.254.,Furnishings and fixtures,Furnishings and fixtures,37.98900326,10.42009302,18.0,False,0.0,0.0,1.0,0,A.215.21,0.7,A.218B.,1.0,47149.79434
217,A.255.,Waste water treatment,Waste water treatment,15.67933716,7.515441548,25.0,False,0.0,0.0,1.0,0,A.218S.,1.0,A.218S.,1.0,81999.99998
218,A.261.1,Heat rejection system,Makeup Water Intake Building,7.626495982,26.22238943,11.0,False,0.0,1.0,0.0,0,A.211.,1.0,A.261.1,1.0,48725.64959
219,A.261.2,Heat rejection system,Circulation Water Pump House,43.40681592,10.13498756,11.0,False,0.0,1.0,0.0,0,A.211.,1.0,A.261.2,1.0,108919.8565
220,A.261.3,Heat rejection system,Makeup Water Pretreatment Building,52.03449891,31.51741247,11.0,False,0.0,1.0,0.0,0,A.211.,1.0,A.261.3,1.0,46026.7032
221,A.262.11,Heat Rejection System,Water Intake Equipment,4.742313892,28.17464242,11.0,False,0.0,0.0,1.0,0,A.211.,1.0,A.261.1,1.0,6050.471183
222,A.262.12,Heat Rejection System,Circulating Water System,48.67052086,3.815227682,11.0,False,0.0,0.0,1.0,0,A.211.,1.0,A.261.2,1.0,326414.5383
223,A.262.13,Heat Rejection System,Cooling Towers,17.36266619,27.80508284,11.0,False,0.0,1.0,0.0,0,A.211.,1.0,A.262.13,1.0,553093.9842
224,A.262.14,Heat Rejection System,Cooling Tower Basins,37.63843048,23.94048686,11.0,False,0.0,1.0,0.0,0,A.211.,1.0,A.262.13,1.0,3294.962777
225,A.262.15,Heat Rejection System,Main Cooling Tower Makeup & Blowdown System,24.76187017,14.61900185,11.0,False,0.0,0.0,1.0,0,A.211.,1.0,A.261.3,1.0,11814.35723
226,None,Placeholder,Placeholder,30.64266966,20.64889963,150.0,True,1.0,0.0,0.0,0,None,0.0,None,1.0,0.0
